seqname	start	end	strand	gene_id	gene_name	gene_type
chr5	91313057	91314402	-	ENSG00000271762.1	RP11-213H15.4	lincRNA
chr5	91844022	91844116	-	ENSG00000276426.1	uc_338	misc_RNA
chr5	92405941	92406044	-	ENSG00000264489.2	AC120120.1	miRNA
chr5	93620696	93620788	-	ENSG00000251725.1	MIR2277	miRNA
chr5	100050365	100050438	+	ENSG00000264839.1	AC113407.1	miRNA
chr5	122478662	122478729	+	ENSG00000277169.1	AC022101.1	miRNA
chr5	131427266	131635030	-	ENSG00000281164.1	RAPGEF6	protein_coding
chr5	132488382	132488702	+	ENSG00000277192.1	RP11-89G4.1	antisense
chr5	134928039	134928112	+	ENSG00000263963.1	MIR4461	miRNA
chr5	136080497	136080597	-	ENSG00000278815.1	VTRNA2-1	misc_RNA
chr5	136129516	136129781	+	ENSG00000277859.1	SMAD5-AS1_1	misc_RNA
chr5	136133696	136133826	+	ENSG00000275646.1	SMAD5-AS1_2	misc_RNA
chr5	136133912	136134035	+	ENSG00000277524.1	SMAD5-AS1_3	misc_RNA
chr5	136134082	136134248	+	ENSG00000274934.1	SMAD5-AS1_4	misc_RNA
chr5	138347027	138349641	-	ENSG00000249971.1	RP11-256P1.1	antisense
chr5	139364677	139369717	-	ENSG00000272742.1	CTB-43P18.1	antisense
chr5	140563671	140563751	-	ENSG00000274910.1	MIR6831	miRNA
chr5	140670794	140673586	-	ENSG00000256453.1	DND1	protein_coding
chr5	140849105	140849696	-	ENSG00000278907.1	AC005609.19	antisense
chr5	140861224	140863521	+	ENSG00000249504.3	PCDHA14	transcribed_unprocessed_pseudogene
chr5	140867513	140867959	-	ENSG00000278946.1	AC005609.20	antisense
chr5	140875346	140875922	-	ENSG00000278915.1	AC005609.18	antisense
chr5	141350109	141350662	-	ENSG00000280026.1	AC005618.8	antisense
chr5	141427295	141427752	-	ENSG00000279855.1	AC005618.9	antisense
chr5	141479535	141479617	+	ENSG00000281646.1	AC008781.1	miRNA
chr5	142317830	142317920	+	ENSG00000277968.1	SPRY4-IT1_1	misc_RNA
chr5	142318047	142318167	+	ENSG00000274721.1	SPRY4-IT1_2	misc_RNA
chr5	149425771	149428289	-	ENSG00000275871.1	RP11-394O4.6	lincRNA
chr5	149430646	149430733	+	ENSG00000276365.1	MIR145	miRNA
chr5	150670658	150672390	-	ENSG00000250309.2	CTC-345K18.2	antisense
chr5	155845469	155845527	+	ENSG00000280546.1	AC140677.1	miRNA
chr5	160485352	160485450	+	ENSG00000277727.1	MIR146A	miRNA
chr5	164601002	164601452	-	ENSG00000253600.1	CTC-340A15.1	processed_pseudogene
chr5	168552277	168553727	-	ENSG00000253861.1	SLC2A3P1	processed_pseudogene
chr5	168791498	168791610	+	ENSG00000202345.1	Y_RNA	misc_RNA
chr5	170767384	170767451	+	ENSG00000276554.1	AC008514.1	miRNA
chr5	178884715	178884879	+	ENSG00000206624.1	RNU1-39P	snRNA
chr5	179082680	179083194	-	ENSG00000253144.1	RP11-281O15.7	processed_pseudogene
chr5	181222566	181222633	-	ENSG00000264732.1	MIR4638	miRNA
chr5	181224646	181230685	-	ENSG00000247049.2	CTC-338M12.7	antisense
chr5	181241814	181241892	-	ENSG00000272296.1	SNORD96A	snoRNA
chr5	181243312	181243379	-	ENSG00000264549.1	SNORD95	snoRNA
chr6	1390314	1390411	-	ENSG00000275859.1	MIR6720	miRNA
chr6	3023142	3023772	-	ENSG00000271361.1	HTATSF1P2	processed_pseudogene
chr6	3138394	3153062	-	ENSG00000228170.1	RP1-40E16.11	antisense
chr6	6347081	6347381	-	ENSG00000241216.1	SNAPC5P1	transcribed_processed_pseudogene
chr6	8653558	8653797	+	ENSG00000276019.1	HULC	misc_RNA
chr6	13614111	13615155	-	ENSG00000261071.1	RP1-223E5.4	antisense
chr6	16301693	16301824	-	ENSG00000281447.1	AL009031.1	miRNA
chr6	20421686	20421749	-	ENSG00000281428.1	AL136303.2	miRNA
chr6	24599052	24599184	-	ENSG00000280713.1	AL512385.1	miRNA
chr6	24839967	24840065	-	ENSG00000263391.1	AL512428.1	miRNA
chr6	25732635	25732774	-	ENSG00000280964.1	AL512384.1	miRNA
chr6	26124436	26124576	-	ENSG00000281052.1	U91328.1	miRNA
chr6	26198861	26198997	+	ENSG00000281823.1	AL031777.2	miRNA
chr6	26217220	26217357	-	ENSG00000280547.1	AL031777.1	miRNA
chr6	27808413	27808553	-	ENSG00000281258.1	AL009179.1	miRNA
chr6	27814397	27814537	+	ENSG00000280826.1	AL049822.1	miRNA
chr6	27837947	27838339	-	ENSG00000275221.1	HIST1H2AK	protein_coding
chr6	27837957	27838094	+	ENSG00000281435.1	Z98744.1	miRNA
chr6	27865600	27865738	-	ENSG00000281512.1	Z98744.2	miRNA
chr6	27892767	27892904	+	ENSG00000281851.1	Z98744.3	miRNA
chr6	28977613	28977709	+	ENSG00000280628.1	AL662791.1	miRNA
chr6	29396700	29397623	+	ENSG00000168787.6	OR12D2	protein_coding
chr6	29440016	29440954	+	ENSG00000279941.1	OR10C1	protein_coding
chr6	29726669	29727139	-	ENSG00000239257.1	RPL23AP1	transcribed_processed_pseudogene
chr6	30035916	30035983	+	ENSG00000278104.1	ZNRD1-AS1_1	misc_RNA
chr6	30058115	30058190	+	ENSG00000275856.1	ZNRD1-AS1_2	misc_RNA
chr6	30061080	30061183	+	ENSG00000278773.1	ZNRD1-AS1_3	misc_RNA
chr6	30684796	30684892	+	ENSG00000277346.1	AL662797.1	miRNA
chr6	30890883	30890972	+	ENSG00000264594.1	MIR4640	miRNA
chr6	31532757	31532869	-	ENSG00000276877.1	AL662801.1	miRNA
chr6	31541101	31541178	-	ENSG00000265236.1	SNORD84	snoRNA
chr6	31658329	31660721	+	ENSG00000227198.1	C6orf47-AS1	antisense
chr6	31837076	31837142	+	ENSG00000201754.1	SNORD52	snoRNA
chr6	31956839	31956940	-	ENSG00000221267.1	MIR1236	miRNA
chr6	32936916	32937010	-	ENSG00000212066.1	AL645941.1	miRNA
chr6	32972065	32972853	-	ENSG00000263756.1	XXbac-BPG181M17.6	antisense
chr6	33290245	33290325	+	ENSG00000275010.1	MIR6834	miRNA
chr6	33698128	33698234	+	ENSG00000266509.1	MIR3934	miRNA
chr6	34873831	34873927	+	ENSG00000252106.2	RNY3P15	misc_RNA
chr6	40392730	40392874	+	ENSG00000280824.1	AL591063.1	miRNA
chr6	41787662	41789898	+	ENSG00000214736.6	TOMM6	protein_coding
chr6	41791410	41791477	+	ENSG00000268745.1	RP11-298J23.9	antisense
chr6	42155426	42163439	+	ENSG00000214732.2	RP1-139D8.6	protein_coding
chr6	43213801	43223860	-	ENSG00000245261.1	RP3-330M21.5	antisense
chr6	43770429	43770616	-	ENSG00000272114.1	RP1-261G23.7	antisense
chr6	44254206	44254285	-	ENSG00000265700.1	MIR4647	miRNA
chr6	53090961	53091257	+	ENSG00000242865.3	RN7SL244P	misc_RNA
chr6	56432379	56432442	-	ENSG00000266793.1	AL137008.1	miRNA
chr6	71585089	71585201	+	ENSG00000211530.1	AL354933.1	miRNA
chr6	73263008	73263084	+	ENSG00000263378.1	AC019205.1	miRNA
chr6	85677294	85677368	-	ENSG00000281147.1	SNORD50A	snoRNA
chr6	85677589	85677658	-	ENSG00000275072.1	SNORD50B	snoRNA
chr6	88276125	88276208	-	ENSG00000281199.1	AL139042.1	miRNA
chr6	110440082	110440165	-	ENSG00000281088.1	AC002464.1	miRNA
chr6	112361848	112361939	-	ENSG00000266485.1	AL365214.1	miRNA
chr6	113428797	113428886	+	ENSG00000280723.1	AL021326.1	miRNA
chr6	116244187	116244728	-	ENSG00000236326.1	RP3-486I3.5	antisense
chr6	116457732	116457822	-	ENSG00000265516.1	Z84488.1	miRNA
chr6	125979812	125979934	-	ENSG00000251920.1	RNA5SP216	rRNA
chr6	136034553	136034886	-	ENSG00000213111.5	COX5BP2	transcribed_processed_pseudogene
chr6	136343193	136343249	-	ENSG00000276943.1	AL023284.1	miRNA
chr6	144007227	144007464	+	ENSG00000276680.1	HYMAI	misc_RNA
chr6	145736911	145737173	-	ENSG00000270828.1	RP3-466P17.2	lincRNA
chr6	158609707	158609790	+	ENSG00000278571.1	MIR7161	miRNA
chr6	158764661	158764753	-	ENSG00000265558.1	MIR3918	miRNA
chr6	159785594	159785733	-	ENSG00000206910.1	SNORA29	snoRNA
chr6	166099853	166099924	+	ENSG00000276643.1	SNORD45	snoRNA
chr7	1055360	1059261	-	ENSG00000257607.1	RP11-449P15.1	antisense
chr7	2257515	2257577	-	ENSG00000277102.1	MIR6836	miRNA
chr7	4788565	4788639	-	ENSG00000264474.1	MIR4656	miRNA
chr7	5528103	5528186	-	ENSG00000263900.1	AC006483.1	miRNA
chr7	6578565	6588974	-	ENSG00000232581.1	AC079742.4	antisense
chr7	6691977	6692059	+	ENSG00000265245.1	AC073343.1	miRNA
chr7	7742091	7742535	-	ENSG00000269721.1	RPL23AP51	transcribed_processed_pseudogene
chr7	9084022	9084175	+	ENSG00000271526.1	RP4-668E10.2	processed_pseudogene
chr7	12654179	12654985	+	ENSG00000229233.1	CTD-2320J21.2	sense_overlapping
chr7	19719388	19719451	+	ENSG00000221576.2	AC004543.1	miRNA
chr7	27096124	27096248	+	ENSG00000276528.1	HOTAIRM1_1	misc_RNA
chr7	27098900	27099114	+	ENSG00000276771.1	HOTAIRM1_2	misc_RNA
chr7	27099778	27099836	+	ENSG00000274864.1	HOTAIRM1_3	misc_RNA
chr7	27099856	27099957	+	ENSG00000274396.1	HOTAIRM1_4	misc_RNA
chr7	27099967	27100111	+	ENSG00000277694.1	HOTAIRM1_5	misc_RNA
chr7	27169480	27169564	-	ENSG00000207584.1	MIR196B	miRNA
chr7	27185433	27185530	+	ENSG00000273961.1	HOXA11-AS1_1	misc_RNA
chr7	27185832	27186018	+	ENSG00000278334.1	HOXA11-AS1_2	misc_RNA
chr7	27186166	27186263	+	ENSG00000276496.1	HOXA11-AS1_3	misc_RNA
chr7	27188816	27188994	+	ENSG00000278020.1	HOXA11-AS1_6	misc_RNA
chr7	27200465	27200521	+	ENSG00000276609.1	HOTTIP_1	misc_RNA
chr7	27201844	27202219	+	ENSG00000278708.1	HOTTIP_2	misc_RNA
chr7	27202302	27202638	+	ENSG00000277469.1	HOTTIP_3	misc_RNA
chr7	27206139	27206303	+	ENSG00000277553.1	HOTTIP_4	misc_RNA
chr7	30157531	30159534	+	ENSG00000251660.1	AC007036.5	sense_overlapping
chr7	30424672	30425412	+	ENSG00000272638.1	GS1-114I9.1	antisense
chr7	30550217	30551569	+	ENSG00000263683.1	RP4-777O23.1	lincRNA
chr7	38655893	38656025	-	ENSG00000281438.1	AC011309.1	miRNA
chr7	39609717	39610280	+	ENSG00000106540.4	AC004837.3	processed_pseudogene
chr7	40128121	40128232	-	ENSG00000199273.1	Y_RNA	misc_RNA
chr7	42918741	42920084	+	ENSG00000234983.1	AC010132.11	processed_pseudogene
chr7	44051766	44051829	+	ENSG00000274083.1	MIR6837	miRNA
chr7	44062727	44065587	-	ENSG00000164708.5	PGAM2	protein_coding
chr7	44064908	44066079	+	ENSG00000239775.1	AC017116.11	sense_overlapping
chr7	44110849	44110912	+	ENSG00000264652.1	MIR4649	miRNA
chr7	44367176	44367270	+	ENSG00000280507.1	AC004453.1	miRNA
chr7	44881748	44881800	-	ENSG00000264326.1	MIR4657	miRNA
chr7	44985378	44985510	-	ENSG00000277184.1	SNORA9	snoRNA
chr7	45105968	45106099	-	ENSG00000200656.1	SNORA5B	snoRNA
chr7	63349154	63350059	-	ENSG00000227545.1	RP5-905H7.10	processed_pseudogene
chr7	63398046	63398957	+	ENSG00000234467.1	SLC25A1P2	processed_pseudogene
chr7	65038372	65038565	+	ENSG00000239985.2	RP11-460N20.3	unprocessed_pseudogene
chr7	66980335	66980409	+	ENSG00000280772.1	AC079920.1	miRNA
chr7	75237293	75237405	-	ENSG00000275121.1	CH17-232I21.1	processed_pseudogene
chr7	75474707	75486108	-	ENSG00000242073.2	AC006014.7	transcribed_unprocessed_pseudogene
chr7	75915197	75915269	+	ENSG00000265020.1	MIR4651	miRNA
chr7	76968346	76968518	+	ENSG00000236280.1	AC114737.3	processed_pseudogene
chr7	84939349	84940245	-	ENSG00000232019.1	AC074183.4	lincRNA
chr7	87345082	87345233	+	ENSG00000273623.1	TP53TG1_1	misc_RNA
chr7	87345305	87345486	+	ENSG00000276185.1	TP53TG1_2	misc_RNA
chr7	90403434	90513391	+	ENSG00000273299.1	CTB-13L3.1	processed_transcript
chr7	95156606	95156671	-	ENSG00000277296.1	AC002429.1	miRNA
chr7	96965302	96965481	+	ENSG00000274409.1	Evf1_1	misc_RNA
chr7	96965489	96965695	+	ENSG00000277124.1	Evf1_2	misc_RNA
chr7	100352360	100353692	+	ENSG00000235333.3	PVRIG2P	transcribed_unprocessed_pseudogene
chr7	100356651	100356721	+	ENSG00000278005.1	MIR6840	miRNA
chr7	100868036	100868107	+	ENSG00000273985.1	MIR6875	miRNA
chr7	101058299	101058567	+	ENSG00000222636.1	RN7SKP54	misc_RNA
chr7	102465742	102465826	+	ENSG00000266715.1	MIR5090	miRNA
chr7	102471469	102471531	+	ENSG00000264471.1	MIR4467	miRNA
chr7	105014152	105014199	-	ENSG00000280574.1	AC007384.1	miRNA
chr7	106781600	106781715	-	ENSG00000251978.1	RNA5SP236	rRNA
chr7	112288623	112288952	+	ENSG00000202406.1	RN7SKP187	misc_RNA
chr7	114629855	114629956	+	ENSG00000266229.1	AC020606.1	miRNA
chr7	116909877	116909964	-	ENSG00000252115.1	Y_RNA	misc_RNA
chr7	116952698	116952813	+	ENSG00000275359.1	ST7-AS1_1	misc_RNA
chr7	116953214	116953324	+	ENSG00000277583.1	ST7-AS1_2	misc_RNA
chr7	116954480	116954679	+	ENSG00000273596.1	ST7-OT4_1	misc_RNA
chr7	116956431	116956723	+	ENSG00000276100.1	ST7-OT4_3	misc_RNA
chr7	116959593	116959805	+	ENSG00000274606.1	ST7-OT4_4	misc_RNA
chr7	117020211	117020319	+	ENSG00000275870.1	MIR6132	miRNA
chr7	117117912	117117983	+	ENSG00000274344.1	ST7-AS2_1	misc_RNA
chr7	117184126	117184199	+	ENSG00000275054.1	ST7-OT3_1	misc_RNA
chr7	117191647	117191761	+	ENSG00000278482.1	ST7-OT3_3	misc_RNA
chr7	121050927	121051203	+	ENSG00000234927.1	HMGN1P18	processed_pseudogene
chr7	128306649	128307678	+	ENSG00000242261.1	RP11-62J1.3	processed_pseudogene
chr7	128466563	128469171	+	ENSG00000272601.1	RP11-155G14.5	transcribed_unprocessed_pseudogene
chr7	129756266	129756377	+	ENSG00000212238.1	RNA5SP244	rRNA
chr7	130487483	130487622	+	ENSG00000277269.1	MESTIT1_1	misc_RNA
chr7	130488304	130488538	+	ENSG00000278055.1	MESTIT1_2	misc_RNA
chr7	130489868	130489966	+	ENSG00000274500.1	MESTIT1_3	misc_RNA
chr7	130496111	130496204	+	ENSG00000199043.1	MIR335	miRNA
chr7	130877459	130877539	-	ENSG00000274250.1	MIR29B1	miRNA
chr7	135704537	135704841	+	ENSG00000273219.1	RP11-644N4.1	antisense
chr7	135927274	135927450	-	ENSG00000267697.1	LUZP6	protein_coding
chr7	136903167	136903294	+	ENSG00000207597.1	MIR490	miRNA
chr7	138123758	138123821	+	ENSG00000266193.1	MIR4468	miRNA
chr7	140645966	140646034	+	ENSG00000280499.1	AC006452.2	miRNA
chr7	142797119	142797166	+	ENSG00000211769.1	TRBJ2-5	TR_J_gene
chr7	142797239	142797291	+	ENSG00000211770.1	TRBJ2-6	TR_J_gene
chr7	143959971	143960924	+	ENSG00000279723.1	OR2F1	protein_coding
chr7	151238421	151238538	+	ENSG00000211517.1	MIR671	miRNA
chr7	151240399	151240972	+	ENSG00000272661.1	RP4-548D19.3	antisense
chr8	8582352	8582427	-	ENSG00000281480.1	AC114550.1	miRNA
chr8	9903388	9903472	-	ENSG00000275677.1	MIR124-1	miRNA
chr8	17498737	17499157	+	ENSG00000280453.1	RP11-349F21.4	TEC
chr8	20290174	20290289	+	ENSG00000274467.1	5S_rRNA	rRNA
chr8	23225233	23230915	-	ENSG00000250714.3	RP11-1149O23.4	antisense
chr8	24956621	24957110	+	ENSG00000272157.1	CTD-2168K21.2	antisense
chr8	27610601	27610751	-	ENSG00000273705.1	MIR6843	miRNA
chr8	27701673	27701767	-	ENSG00000265075.1	MIR3622B	miRNA
chr8	29067279	29068454	+	ENSG00000259607.1	CTD-2647L4.5	antisense
chr8	33513475	33513578	+	ENSG00000239039.1	SNORD13	snoRNA
chr8	37858949	37861333	+	ENSG00000280064.1	RP11-205M5.3	TEC
chr8	38970360	38973011	-	ENSG00000253645.1	CTD-2544N14.3	antisense
chr8	41609692	41621502	-	ENSG00000264578.1	RP11-360L9.8	antisense
chr8	55745232	55745342	+	ENSG00000222955.1	RNA5SP265	rRNA
chr8	56073835	56073901	-	ENSG00000238650.1	SNORD54	snoRNA
chr8	66922467	66922555	-	ENSG00000254341.2	SNORD87	snoRNA
chr8	70480192	70480487	-	ENSG00000275128.1	Metazoa_SRP	misc_RNA
chr8	73982125	73982467	+	ENSG00000244295.2	RPS20P21	processed_pseudogene
chr8	80484589	80484683	-	ENSG00000277604.1	Y_RNA	misc_RNA
chr8	86098965	86154225	-	ENSG00000253675.1	CTD-3118D11.2	antisense
chr8	86657870	86657952	-	ENSG00000221137.1	AC013751.1	miRNA
chr8	93733216	93734022	+	ENSG00000253722.1	RP11-10N23.4	antisense
chr8	93916022	93916119	-	ENSG00000276513.1	MIR378D2	miRNA
chr8	94791643	94793106	-	ENSG00000254307.2	KB-1608C10.2	antisense
chr8	98042086	98042217	-	ENSG00000207067.1	SNORA72	snoRNA
chr8	98192205	98192313	-	ENSG00000252558.1	RNU6-914P	snRNA
chr8	100702968	100703024	-	ENSG00000277719.1	MIR7705	miRNA
chr8	101686547	101689093	+	ENSG00000253629.1	KB-1107E3.1	antisense
chr8	103228425	103229314	-	ENSG00000253851.1	RP11-318M2.3	antisense
chr8	109973943	109974781	+	ENSG00000255402.1	RP11-696P8.2	antisense
chr8	116874728	116874800	-	ENSG00000264875.1	MIR3610	miRNA
chr8	117164179	117164255	+	ENSG00000281002.1	AC084114.1	miRNA
chr8	126073046	126073532	-	ENSG00000253841.1	RP11-622O11.5	processed_pseudogene
chr8	126556896	126557433	+	ENSG00000254010.1	RP11-103H7.5	antisense
chr8	127794541	127794734	+	ENSG00000276443.1	PVT1_1	misc_RNA
chr8	127795962	127796028	+	ENSG00000275264.1	MIR1204	miRNA
chr8	127890626	127890720	+	ENSG00000278324.1	PVT1_3	misc_RNA
chr8	133229056	133229697	+	ENSG00000270132.1	WISP1-OT1	sense_intronic
chr8	134598071	134598149	+	ENSG00000276140.1	ZFAT-AS1_1	misc_RNA
chr8	134598318	134598518	+	ENSG00000277732.1	ZFAT-AS1_2	misc_RNA
chr8	134600257	134600336	+	ENSG00000278454.1	ZFAT-AS1_3	misc_RNA
chr8	142727283	142727690	-	ENSG00000253806.1	CTD-2292P10.2	antisense
chr8	143542110	143542398	+	ENSG00000275558.1	7SK	misc_RNA
chr8	143579636	143580670	+	ENSG00000254741.1	RP11-661A12.7	antisense
chr8	143837756	143837816	-	ENSG00000274094.1	MIR6845	miRNA
chr8	144079874	144079942	+	ENSG00000276472.1	MIR6847	miRNA
chr8	144262673	144262737	-	ENSG00000277158.1	MIR7112	miRNA
chr8	144314590	144315138	-	ENSG00000254690.1	GS1-393G12.12	antisense
chr8	144394149	144394230	-	ENSG00000216133.1	MIR939	miRNA
chr8	144400086	144400165	-	ENSG00000266624.1	MIR1234	miRNA
chr8	144400277	144400345	-	ENSG00000274683.1	MIR6849	miRNA
chr8	144463817	144465101	+	ENSG00000254578.1	CTD-2517M22.16	antisense
chr8	144853413	144853522	+	ENSG00000263640.1	AF235103.1	miRNA
chr8	144994886	144995540	+	ENSG00000254618.1	TMED10P1	processed_pseudogene
chr8	145005561	145005906	-	ENSG00000255530.1	RP5-1047A19.6	processed_pseudogene
chr9	30144	30281	+	ENSG00000278579.1	MIR1302-2	miRNA
chr9	4834156	4860275	+	ENSG00000281007.1	AL158147.2	protein_coding
chr9	4850299	4850373	-	ENSG00000228165.1	RP11-125K10.5	antisense
chr9	30774228	30774319	+	ENSG00000211510.2	AL590726.1	miRNA
chr9	33042109	33042216	-	ENSG00000222169.1	AL162590.1	miRNA
chr9	35449748	35450352	+	ENSG00000244213.1	ZFAND6P1	processed_pseudogene
chr9	35657754	35658017	-	ENSG00000277027.1	RNase_MRP	ribozyme
chr9	35752990	35756613	-	ENSG00000215183.4	MSMP	protein_coding
chr9	35756712	35757940	-	ENSG00000228843.2	RP11-112J3.15	antisense
chr9	35811476	35811550	-	ENSG00000263448.1	AL133410.1	miRNA
chr9	35859062	35859983	-	ENSG00000236083.1	OR13E1P	unitary_pseudogene
chr9	35957139	35958098	-	ENSG00000122718.5	OR2S2	protein_coding
chr9	37434177	37434586	+	ENSG00000236156.2	CHCHD4P3	processed_pseudogene
chr9	38542314	38542569	-	ENSG00000259898.1	CYP4F33P	processed_pseudogene
chr9	38542389	38543215	-	ENSG00000272934.1	RP11-392E22.10	processed_transcript
chr9	38543104	38543446	-	ENSG00000250989.1	RP11-392E22.5	processed_pseudogene
chr9	39173794	39174513	-	ENSG00000243695.1	RP11-290L7.3	processed_pseudogene
chr9	41280460	41280787	+	ENSG00000278647.1	RP11-4L24.2	transcribed_processed_pseudogene
chr9	69428248	69428721	-	ENSG00000243888.1	RP11-548B3.3	3prime_overlapping_ncrna
chr9	70311607	70311701	-	ENSG00000239180.1	Y_RNA	misc_RNA
chr9	76785782	76786190	+	ENSG00000277320.1	PCA3_2	misc_RNA
chr9	79726069	79726321	+	ENSG00000240979.1	RP11-79D8.2	processed_pseudogene
chr9	83969748	83969857	-	ENSG00000207603.1	MIR7-1	miRNA
chr9	89497938	89498021	+	ENSG00000264913.1	AL590233.1	miRNA
chr9	92836826	92837668	-	ENSG00000226721.2	EEF1DP2	processed_pseudogene
chr9	95086012	95086096	-	ENSG00000207617.3	MIR3074	miRNA
chr9	97700234	97700325	+	ENSG00000266608.1	AL445531.1	miRNA
chr9	100732033	100732116	+	ENSG00000281312.1	AL390876.1	miRNA
chr9	116398157	116400606	-	ENSG00000256040.2	PAPPA-AS1	antisense
chr9	121341347	121348132	+	ENSG00000280315.1	AL161784.1	protein_coding
chr9	122628579	122629535	-	ENSG00000171484.4	OR1B1	protein_coding
chr9	123111546	123111643	-	ENSG00000274325.1	MIR600	miRNA
chr9	127690687	127690795	-	ENSG00000264329.1	MIR3911	miRNA
chr9	127785833	127785923	+	ENSG00000266070.1	MIR3960	miRNA
chr9	127785836	127785905	+	ENSG00000281546.1	AL162586.1	miRNA
chr9	128260749	128260817	-	ENSG00000274982.1	AL590708.3	miRNA
chr9	128391461	128392016	+	ENSG00000272593.1	RP11-339B21.11	lincRNA
chr9	128392618	128392714	-	ENSG00000273685.1	MIR219B	miRNA
chr9	129040566	129040674	+	ENSG00000280692.1	AL592211.1	miRNA
chr9	129175807	129177575	+	ENSG00000268050.2	RP11-247A12.8	antisense
chr9	131497479	131500191	-	ENSG00000176868.2	RP11-334J6.7	antisense
chr9	133338990	133339465	+	ENSG00000230064.1	RP11-244N20.7	processed_pseudogene
chr9	133349396	133349470	+	ENSG00000206611.1	SNORD24	snoRNA
chr9	133350095	133350168	+	ENSG00000200831.1	SNORD36B	snoRNA
chr9	133350456	133350528	+	ENSG00000199744.1	SNORD36A	snoRNA
chr9	136249978	136251205	+	ENSG00000279813.1	CR392000.1	protein_coding
chr9	136726104	136726239	-	ENSG00000280496.1	SNORA43	snoRNA
chr9	136726105	136726234	-	ENSG00000276161.1	SNORA17	snoRNA
chr9	136726747	136726879	-	ENSG00000274998.1	SNORA17	snoRNA
chr9	136726748	136726879	-	ENSG00000281808.1	SNORA17	snoRNA
chr9	137063535	137064581	+	ENSG00000231864.2	RP11-229P13.23	antisense
chr9	137450026	137450086	-	ENSG00000276682.1	MIR7114	miRNA
chr10	277184	277308	+	ENSG00000264248.1	AL603831.1	miRNA
chr10	5524976	5525742	-	ENSG00000256462.1	RP11-116G8.5	antisense
chr10	5861805	5862594	-	ENSG00000240180.1	RP11-318E3.4	processed_pseudogene
chr10	22332587	22332981	-	ENSG00000271981.1	RP11-573G6.8	lincRNA
chr10	29421476	29422012	-	ENSG00000274985.1	PTCHD3P1	unprocessed_pseudogene
chr10	32346864	32346946	-	ENSG00000222309.1	AL391839.1	miRNA
chr10	35641172	35641252	-	ENSG00000264780.1	MIR4683	miRNA
chr10	37831889	37831971	+	ENSG00000266800.1	AL135791.1	miRNA
chr10	42470082	42470268	-	ENSG00000279239.1	RP11-178A10.3	transcribed_unprocessed_pseudogene
chr10	42832447	42832550	-	ENSG00000252416.1	RNU6-885P	snRNA
chr10	50393006	50394561	+	ENSG00000279291.1	AC069547.1	protein_coding
chr10	50393006	50394561	-	ENSG00000279027.1	RP11-521C22.3	TEC
chr10	72274915	72275980	-	ENSG00000269926.1	RP11-442H21.2	antisense
chr10	77912280	77912362	-	ENSG00000281632.1	AL391421.1	miRNA
chr10	79684494	79684983	-	ENSG00000224886.2	RP11-119F19.4	transcribed_processed_pseudogene
chr10	79970963	79973213	-	ENSG00000280259.1	RP11-479O17.9	TEC
chr10	80091411	80091867	-	ENSG00000279399.1	RP11-369J21.12	TEC
chr10	86751611	86751772	-	ENSG00000281735.1	Clostridiales-1	sRNA
chr10	86970237	86970826	-	ENSG00000273413.1	RP11-96C23.15	antisense
chr10	87001636	87009905	+	ENSG00000261011.1	RP11-96C23.11	transcribed_unprocessed_pseudogene
chr10	89644603	89645223	-	ENSG00000249962.1	RP11-80H5.5	processed_pseudogene
chr10	89837612	89839334	-	ENSG00000270670.1	RP11-248C1.3	processed_pseudogene
chr10	102409042	102409102	-	ENSG00000275957.1	AL121928.1	miRNA
chr10	102483039	102483559	+	ENSG00000273262.1	RP11-18I14.11	antisense
chr10	104312141	104313881	+	ENSG00000270075.1	RP11-127L20.5	antisense
chr10	110898090	110898155	+	ENSG00000265827.1	MIR4680	miRNA
chr10	114174105	114174179	-	ENSG00000238742.1	MIR2110	miRNA
chr10	127013501	127026475	-	ENSG00000232935.2	RP11-223P11.2	antisense
chr10	129837505	129837794	+	ENSG00000275327.1	RP11-234G16.4	antisense
chr11	203623	205470	+	ENSG00000254559.1	RP11-304M2.5	antisense
chr11	209336	209406	+	ENSG00000274298.1	MIR6743	miRNA
chr11	811681	811814	+	ENSG00000199785.1	SNORA52	snoRNA
chr11	1242261	1249676	-	ENSG00000255177.2	RP11-532E4.2	antisense
chr11	1996540	1996610	+	ENSG00000275266.1	H19_1	misc_RNA
chr11	1996730	1996842	-	ENSG00000278648.1	AC051649.1	miRNA
chr11	1997484	1997552	+	ENSG00000274866.1	H19_2	misc_RNA
chr11	1997713	1997828	+	ENSG00000280586.1	H19_3	misc_RNA
chr11	2129121	2129964	-	ENSG00000240801.1	AC132217.4	3prime_overlapping_ncrna
chr11	2404515	2407908	+	ENSG00000230483.1	AC124057.5	antisense
chr11	2652099	2652562	+	ENSG00000275666.1	KCNQ1OT1_1	misc_RNA
chr11	2674097	2674292	+	ENSG00000276105.1	KCNQ1OT1_2	misc_RNA
chr11	2674625	2674740	+	ENSG00000276494.1	KCNQ1OT1_3	misc_RNA
chr11	2697851	2698076	+	ENSG00000276015.1	KCNQ1OT1_5	misc_RNA
chr11	3856062	3856141	+	ENSG00000263421.1	MIR4687	miRNA
chr11	4367351	4368295	-	ENSG00000280253.1	OR52B4	protein_coding
chr11	4768979	4769917	-	ENSG00000188069.4	OR51F1	protein_coding
chr11	4803433	4804380	-	ENSG00000176937.9	OR52R1	protein_coding
